,id,username,tweet,created_at
40,1234004644940021762,Model3Love,"RT @TeslAquarius: テスラの評価を日本目線と世界目線で正しく伝えてる良記事^ ^
ほんと実物知らないで批判する人はどんどん置いてかれちゃいますよ~
#Tesla
#Model3 
#日産リーフ 
#日刊スパ
https://t.co/35uoKTYvPd",2020-03-01 06:36:48
41,1234007963028926464,Haither Mithath,"RT @vincent13031925: Hornsdale Power Reserve Showcases Reliable Renewable Network of the Future

$TSLA #Tesla #Energy
https://t.co/VYwyLvuX…",2020-03-01 06:49:59
42,1234009323241639936,🔋 T≡slaModel3 - 🔋 Hi! (Hubert Savelberg) 🔋,"RT @TeslaNY: Tesla finished clearing - Giga Berlin (2/29/20) 🏣🔋🇩🇪 https://t.co/Y89PuBqO9K $TSLA #Tesla #Giga4 
🎥: Tesla Kid Grünheide https…",2020-03-01 06:55:24
43,1234009705040797702,Berkan Bayram 🚗🔌🛵🇹🇷🌐,"Tesla'nın Almanya'daki 4ncü Gigafactory'si için ağaç kesimi tamamlandı. 
90 hektarlık bir alanı kapsayan 'ilk faz' fabrika inşaatına yakında başlanır 
#Tesla #GF4 #Almanya #Model3 #ElonMusk https://t.co/dbiSilNvli",2020-03-01 06:56:55
44,1234010668379996160,Schecky Tech,"@Mh82281721 Would that be to pair-up with ElonMusk’s #Tesla in space?

Or maybe to see which would pull harder, a rocket or #GTO? 🤣",2020-03-01 07:00:44
45,1234011755531120640,🔗Vivian Okoy,"RT @vincent13031925: ⚠️Important⚠️

Massive Tesla Model 3 Arrived Taiwan 🇹🇼 , Hints Strong Q1 Oversea Delivery

$TSLA #Tesla #Taiwan #Model…",2020-03-01 07:05:04
46,1234011957709004800,Games Lawn Pty Ltd.,"RT @EsportzRacing: Tesla Autopilot crash driver 'was playing video game'.
https://t.co/hxw4ObLdcO  #gaming #videogames #Tesla",2020-03-01 07:05:52
47,1234013565784403968,Damien Maguire,"#teslamodel3 bms #Hacking 
Gonna be fun.
#opensource #evconversion #electronicsengineering #ev #tesla https://t.co/qCor3QWhSl",2020-03-01 07:12:15
48,1234015274954715136,Margarita,"RT @TeslaBand: It's all around ⚡️❤️⚡️ 

@FrankHannon #ValentinesDay2020 #valentinesday #lovesong #tesla #teslaband https://t.co/wvKaeS4J29",2020-03-01 07:19:03
49,1234015799691575297,New Electric Ireland,"RT @EvBmw: #teslamodel3 bms #Hacking 
Gonna be fun.
#opensource #evconversion #electronicsengineering #ev #tesla https://t.co/qCor3QWhSl",2020-03-01 07:21:08
50,1234016312642490371,mrt2580,RT @58skywalk: #Tesla Almanya'daki yeni üretim merkezi için 90 dönümlük orman katletti! @abdullahciftcib @ErtanOzyigit https://t.co/u6LiwNN…,2020-03-01 07:23:10
51,1234020085406273537,Mark kerr,Someone’s taking advantage of the good weather because they can. #solarpv #solaredge #tesla #myenergie #zappi #powerwall #battery #cleanerair #positivesteps #backup #becausetheycan #hifive https://t.co/jgJwmb7lQY,2020-03-01 07:38:10
52,1234024308881620992,Max Ryan,#nofilter #welltraveled #savetheplanet #lol #like4like #bestoftheday #photooftheday #followme #instapic #holidays #style #beauty #love #fashion #l4l #swag #girl #nowplaying #cute #f4f #life #amazing #amas #foodporn… https://t.co/y54OFURyag,2020-03-01 07:54:56
53,1234024960047403009,Denis 🇪🇺,RT @teslaincanada: Dope or nope? #Tesla Model S Estate (wagon) by @Vredestein https://t.co/HDUhj2ysnh,2020-03-01 07:57:32
54,1234027271956107270,tadzio_mueller,"Hier ein kurzer #Thread zur Frage, ob sozial-ökologische Kommunikation &amp; Analyse notwendigerweise ultrakomplex sein muss, oder, seit Greta, eher die Essentials transportieren sollte. Auslöser: mein (h/t @christophbals) ""unterkomplexer Kommentar"" zu #Tesla: https://t.co/e1jJkEOJyK https://t.co/XXiIdT1RCi",2020-03-01 08:06:43
55,1234027706888617984,Moderatetothecore,"@elonmusk Hi Elon, big fan. Can #Tesla make a minivan? It’s a staple for families with kids and older parents.",2020-03-01 08:08:27
56,1234028357723066368,WORKSHOP,#Tesla https://t.co/zK7TOzCgRr,2020-03-01 08:11:02
57,1234029439953981440,OhSoDull,"RT @TeslaPodcast: #Tesla’s outlook for the next 5 years? $TSLA

“It’s actually just execution. We don’t need to talk about strategy anymore…",2020-03-01 08:15:20
58,1234029865676034049,I am AntiFa,The latest The Commentariat Daily! https://t.co/7o5fPkOH1g Thanks to @FearDeptAU @greensinspa @MargaretHollin1 #twitter #tesla,2020-03-01 08:17:01
59,1234030092180959232,Engin Dikmen #MaskesizÇıkma,RT @TNR_Gold: Is The Model Y Truly The Best #Tesla Yet? https://t.co/j4Ha4k35SL,2020-03-01 08:17:55
60,1234033131302391808,MNX,"Land or water, one common footwear for all surfaces!
.
.
📹: Benjamin Forthun | IG
.
.
#Swag #WildChild #StayWild https://t.co/gifRzYRbA2",2020-03-01 08:30:00
61,1234034787632984064,NoticiasdeAITA,Parece que se pinchó la burbuja #TESLA aunque también puede ser un efecto del #Coronavid19 la vela mensual en el gráfico es bastante fea. https://t.co/AGNAYx5svb,2020-03-01 08:36:35
62,1234036067373727745,Aleksandr Lazarev,#wshh #kaliningrad #fbf #wbw #flashback #thegoodolddays #jj #tagsta #kaliningradlife #igs #sunshine #sky #clouds #instagram #tag #me #l4l #instadaily #photoofthedaу #swag #kaliningrad_people  #nature #instagood… https://t.co/A7SKCERjf1,2020-03-01 08:41:40
63,1234037151534157825,一劍浣春秋,"通通露臉給你看！SWAG最強四聖獸出爐！

這幾天陸續介紹華人AV平台SWAG的免費作品，相信大家都知道他們有多猛了吧？不過話說回來，片子雖然是免費的，但女孩都不露臉總讓人覺得有些遺憾，但今天，登場的通通都是露臉又出●喔〜

https://t.co/mjWl9YKD5n

#SWAG https://t.co/7ypD6sEU1r",2020-03-01 08:45:58
64,1234040411498242048,Tickeron,$TSLA's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram just turned negative. View odds for this and other indicators: https://t.co/FLJYBZBQsz #Tesla #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/2YvyRzh7nk,2020-03-01 08:58:56
65,1234040785135423488,Ξ LUC ШΛТΞRLOT Ξ 🇧🇪,"Nice work! Respect!
#tesla #GigaBerlin #gigafactory4 https://t.co/yMw85ZyJu5",2020-03-01 09:00:25
66,1234040793553395712,Bea LaRocca_Author,#Win $20 Amazon #Swag #BookTour #Giveaway #BookBoost #FREE #YA #Fantasy #College #NeverDateASiren #ByrdNash  https://t.co/TvruUa5fBm,2020-03-01 09:00:27
67,1234044289505726464,Gordy,RT @teslaincanada: Dope or nope? #Tesla Model S Estate (wagon) by @Vredestein https://t.co/HDUhj2ysnh,2020-03-01 09:14:20
68,1234048368873279489,Julian Russell,First Shift: FAA bill could take AVs along for the ride. #supercar #tesla https://t.co/S97GCAqjbS https://t.co/FwWAxEzJi3,2020-03-01 09:30:33
69,1234051215954083842,WebScale Webster,"RT @vincent13031925: Hornsdale Power Reserve Showcases Reliable Renewable Network of the Future

$TSLA #Tesla #Energy
https://t.co/VYwyLvuX…",2020-03-01 09:41:52
70,1234054781968306176,Thomas,"RT @TeslaNY: Joe Rogan on Tesla Model S, Roadster 🏎⚡️🔌 Full Video → https://t.co/2mzgRbT14E $TSLA #Tesla #EV @elonmusk https://t.co/0uTiHNM…",2020-03-01 09:56:02
71,1234055274354356226,"Theo Crouch, II",The latest The tesla trucking Daily! https://t.co/2lIX2ZDArH Thanks to @Best_BuyAuto @ACM_president #tesla #cybertruck,2020-03-01 09:57:59
72,1234058459261349890,Søren Jessing 🌊⛵️🇩🇰,"@KelvinYang7 Any idea what this heavy foundation is made for?

Like it doesn't fit in the steel structure pattern initiated from left.

Just inside det blue building is the hughe stamping press. That doesn't have such a heavy foundation.

@JasonYangSHA @ray4tesla @realChaoZhou #Tesla $TSLA https://t.co/g54vdot5QB",2020-03-01 10:10:39
73,1234059130609991681,R Y A N  D E O V A N,"OSLO OPERA HOUSE!!🇳🇴 ************************************************************
#fashion #highfashion  #ootd #modelling #iphonepromaxshot #likeforlike #followforfollow #ryangorgeoustravels #happiness  #swag #pinoy… https://t.co/kFQDCpnNTo",2020-03-01 10:13:19
74,1234059875531055105,Muhammad Babar Khan,"SMQ listening Mike Pompeo 

#Swag https://t.co/vsQZBjbPPC",2020-03-01 10:16:16
75,1234060289919709185,shayib Shohag,Take my heart 😍😍#fashion #style #stylish #love #me #cute #photooftheday #nails #hair #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress #shoes #heels #styles #outfit #purse #jewelry #shopping #glam https://t.co/9YiMhB2XOg,2020-03-01 10:17:55
76,1234062174001094657,A.R. SumoN,"Punisher Skateboard Review in Current Market

#longboarding #longboarder #longboarders #longboards #surfer #longboardsurfing #skimboard #surfskate #longboardlife #surfboards #longboardgirl #longboard #longexposure #nikon #longboardinggirls #sketeboardgirl

https://t.co/MqjkE9ekRg",2020-03-01 10:25:24
77,1234063074409304064,Kevin Sharpe,"Fascinating #opensource project which will help in the reuse #Tesla Model 3 components 😎👇

#circulareconomy #ClimateAction https://t.co/aI3r0YZeQb",2020-03-01 10:28:59
78,1234063460796858368,e-lectric,Vous en pensez quoi du nouveau EV Volkswagen ?#ev #Tesla #car https://t.co/8NrCcJaV4r,2020-03-01 10:30:31
79,1234063602585305088,michael müller,"#Audi kündigt „erste“ Elektroautos mit 3 Motoren an – von #Tesla s Plaid-Antrieb haben sie noch nie etwas gehört !

https://t.co/G9dPtqVjGq",2020-03-01 10:31:05
80,1234065297092567042,Andrea,"RT @KevinSharpe59: Fascinating #opensource project which will help in the reuse #Tesla Model 3 components 😎👇

#circulareconomy #ClimateActi…",2020-03-01 10:37:49
81,1234066156505489408,UntoldnewsUK,"SpaceX's Starship SN1 prototype appears to burst during pressure test https://t.co/U8NgFC2lxA
 #untoldnewsuk #spacex #spacexlaunch #elonmusk #Tesla https://t.co/KVonwmiKbb",2020-03-01 10:41:14
82,1234067304910065665,Frits Rincker,"Elon Musks Innovation Rules

Not trying                       - negative consequences
Trying and failing            - minor negative consequences
Trying and succeeding    - reward

#innovation #tesla #spacex #technology #space #science #manufacturing",2020-03-01 10:45:48
83,1234069009051607041,R. Liarte,"RT @jean_steffe: #summon #tesla
@Tesla @teslaownersSV @ClubTeslaES @Model3Owners @TeslaOwnersSC @TeslaMotorsClub @TeslaClubMA @OCTeslaClub…",2020-03-01 10:52:34
84,1234070172555784193,Erik Smith,RT @teslaincanada: Dope or nope? #Tesla Model S Estate (wagon) by @Vredestein https://t.co/HDUhj2ysnh,2020-03-01 10:57:11
85,1234070230399250432,butterfly,"汽车的乐趣在于驾驶。
I love BMW！
#Tesla is a bubble . https://t.co/deNojQiyym",2020-03-01 10:57:25
86,1234070962737483777,grandfloridian4,"New item every day. A blog about Digital Assistant Siri - tips, tricks and how to’s. https://t.co/3BxrdOqI2Q #alexa, #Apple, #homekit, #Homepod, #ios, #ipad, #iphone, #Mac, #MacOSMojave, #Siri, #Tesla, #future",2020-03-01 11:00:20
87,1234072149712830465,ForoCochesEléctricos,¿Se convertirá #Tesla en un suministrador de baterías para los fabricantes tradicionales? https://t.co/C9jfLXUkH7,2020-03-01 11:05:03
88,1234073299799420929,tesland,Umfrage in Grünheide: Was die Bevölkerung zur Gigafactory von Tesla sagt #news-stream #tesla #contentautomation #unaice https://t.co/QNoTT8O6o2,2020-03-01 11:09:37
89,1234074892871458821,TEAM SWAG JAPAN,"マレーシアにて....

告知しておりますNo cloud seriesリキッドのテイスティング動画をお見せします！
大変短い動画ですがご注目下さい！

Instagramアカウントのフォローもよろしくお願いします⭐️https://t.co/ivzCGlr71e

#swag #swagcotton #stayswag #teamswagjapan https://t.co/WnNxh1SUoA",2020-03-01 11:15:57
90,1234078453751640064,Mike マイク,*puts on a leather jacket* #Swag #Bot,2020-03-01 11:30:06
91,1234080201950269440,AD Lifeshop,#swag #summer Satin Summer Buckle Slingback Shoes Handmade Women Square Heels Low Crystal Silk Fabric Footwear Women 2019 https://t.co/69eCXoyDyv https://t.co/ijHTIfbD96,2020-03-01 11:37:02
92,1234083654306914306,TeslaNTune,Got em ceramic coated and ready to mount. #forgedwheels #martianwheels #tesla #performance #model3 https://t.co/5d4BRq5bYw,2020-03-01 11:50:46
93,1234085739702423552,Rik Harris™,"@GT351C @thirdrowtesla @elonmusk So why can’t we put these panels on top of the #tesla semi (which will be exposed to sunlight all day, every day). 

The system could take a number of cells out of service, charge them with the panels and then swap with the next pack. All while you’re driving.",2020-03-01 11:59:03
94,1234089759519035392,Lagi Sakaw 😩,"かっこいワンエンさん🤩
#ONENONLY #ワンエン 
#REI #TETTA #NAOYA #KOHKI
#KENSHIN #HAYATO #EIKU
#玲 #哲太 #直弥 #幸輝
#謙信 #颯斗 #永玖
#SWAG #BAEBAE #IROTAS
#EBiDAN #EBiDANTHELIVE https://t.co/dCoA4NJlR1",2020-03-01 12:15:01
95,1234093201344147456,jammmorjelly,"☆ the biz of life jammms. grab it. smash it. grow it. invest it. love it. ¤  JaK jammm_syn ☆ however we mash it, your style speaks volumes. ¤ pbnJammm

#jaMMM #feedyoursoul #swag #enjoy #mashingitup #happenings… https://t.co/cYTyarJlTW",2020-03-01 12:28:42
96,1234094041073012737,Autopress.hr,#Električnikamion dolazi: #Tesla lobira kod europskih vlada da ukinu zabranu prometovanja teretnih vozila nedjeljom! https://t.co/HKfeyQpGTw,2020-03-01 12:32:02
97,1234098336023474176,the souls lightning,RT @renew_economy: How the #Tesla big battery has smoothed the transition to zero emissions grid https://t.co/NeSpmBkZci @elonmusk,2020-03-01 12:49:06
98,1234099611918327808,GeeksVsGeeks 🎮🎲,"It goes without saying we got another boardgame pickup yesterday at #PAXEast2020. 
#Dwar7s Winter by @Vesuvius_Media  was too good a deal to let pass by. Can't wait to play it with the kiddos.
#Boardgames #geekstuff #swag #geektreasure #geekthings . https://t.co/EDX05YdJMB",2020-03-01 12:54:10
99,1234102605837549571,이과생,Ｒｅｔｗｅｅｔ Ｉｆ Ｙｏｕ ＷａｎｔＦｏｌｌｏｗｅｒｓ #TeamFollowBack #TeamFollowWack #500ADay #TFB #FollowNGain #swag (Follow Me babbler28),2020-03-01 13:06:04
100,1234103475300110337,Danilo Nieto🛡️,RT @foroelectricos: ¿Se convertirá #Tesla en un suministrador de baterías para los fabricantes tradicionales? https://t.co/C9jfLXUkH7,2020-03-01 13:09:31
101,1234103700530061313,Jon Hast ⚡️⛈ 🇬🇧🇪🇺,"Took Lightrunner to #Brighton for a little photo shoot, it’s lovely here today ! #Tesla https://t.co/zjhiguQE7k",2020-03-01 13:10:25
102,1234104353163816961,OurCatDoor,#Tesla Approved https://t.co/A90S71lu6r,2020-03-01 13:13:01
103,1234106691500826624,Syn ONIRK,"🤷🏻‍♂️

 #swag #obey #france #germany #instagood #cool #bmx #bboy #cosplay #california #mexico #photography #shoutout #follow #likeforlikes #russian #anime #comic #model #japan #camera #best #gamevideo #computer #dark… https://t.co/JDrDgW03Xo",2020-03-01 13:22:18
104,1234107363025674242,❤Saint Lucias❤📰 Cafe @ home☕,RT @zineworkshop: #Tesla https://t.co/zK7TOzCgRr,2020-03-01 13:24:58
105,1234110981422206979,2ontrack,"RT @EvaFoxU: Hornsdale Power Reserve Showcases Reliable Renewable Network of the Future🇦🇺🔋🔋🔋

@Tesla @elonmusk 
#Tesla #Hornsdale #Australi…",2020-03-01 13:39:21
106,1234115257968332800,Le Vivorin 🐍,"RT @doublescoopxxx: I got hot sauce in my bag... and a bit of #junkinthetrunk 🚗 🍰🍈🏀🥅🍑🚗 #swag #phatty #gymgays

@PacoJonesFL
@whitewolfbrazi…",2020-03-01 13:56:20
107,1234115469721980928,Voxie,"#VoxieVibes 🎉 Get your swagger on with our #MysterySwagBag #Giveaway our #March edition!  We're customizing the winning bags and stuffing them with #smartwatches, #swag, and eco-conscious goodies. Enter today! ↓
- https://t.co/ABG6qdg8V6 https://t.co/rXEgNetSaI",2020-03-01 13:57:11
108,1234118111353352193,xa vie r,#Tesla inspiration #renault cyber #espace https://t.co/W7LWCUJdn0,2020-03-01 14:07:41
109,1234118438500622337,xa vie r,RT @ajtourville: Would never happen with an exoskeleton #Tesla #Cybertruck https://t.co/56MQ8yllC1,2020-03-01 14:08:59
110,1234118616313933825,xa vie r,RT @TeslaOwnersofMA: #Tesla #Cybertruck via avenue5000 https://t.co/gLQwisARNU,2020-03-01 14:09:41
111,1234118654704439296,Royal Flash Jewelry,Rose Gold Plated Rope Lab Ruby #Ring https://t.co/y1ETdmiTcF #etsychaching #customjewelry #swag #rt #etsyhunter #etsyjewelry,2020-03-01 14:09:50
112,1234119229395361792,Henrik Zeberg,Nobody rings a bell at the top....! Well - for #Tesla I would disagree! This Monthly chart is almost hilarious! Can't remember to have seen anything as extreme.....!?! https://t.co/ECtFZVd7nf,2020-03-01 14:12:07
113,1234119670346723329,leon zième,RT @HenrikZeberg: Nobody rings a bell at the top....! Well - for #Tesla I would disagree! This Monthly chart is almost hilarious! Can't rem…,2020-03-01 14:13:52
114,1234119974437998593,WorldEnergyTrade,"Averigua sobre las actualizaciones ocultas del Tesla Model 3, te sorprenderás de tanto avance tecnológico #technology #tech #Tesla #NASA #energy #FelizDomingo #Noticias #NEWS #BreakingNews #BREAKING #Sunday #01Marzo https://t.co/YXwkD6TklP",2020-03-01 14:15:05
115,1234121894615535616,Group Therapy,Gabby looks for Dinosaur eggs in the wild and explores the park! https://t.co/txnN1HQUR7 #girls #vscocam #autumn #pretty #luxury #instapic #black #sunset #funny #sky #blogger #hot #healthy #work #bestoftheday #workout #f4f #nofilter #london #goals #blackandwhite #blue #swag,2020-03-01 14:22:43
116,1234123030646939648,Sai Gadu,#swag #PSPKComebackEuphoria https://t.co/4Iw2FciDad,2020-03-01 14:27:14
117,1234126799820423171,Dr Kapil Kapadia 孔快拜 / 孔医生,".
.
#sundaywellspent #sundayfunday #sunday #trekkingday #sinhagad #swag #friends #bros #boygang #funtimes❤️ #4fitnessclub #gymmembers @ Sinhagad Fort Pune - किल्ले सिंहगड, पुणे https://t.co/NqwvMpusXB",2020-03-01 14:42:12
118,1234129013586702338,Alexius Vasko,#fashion #style #stylish #love #me #cute #photooftheday #nails #hair #beauty #beautiful #instagood #pretty #swag #pink #girl #girls #eyes #design #model #dress #shoes #heels #styles #outfit #purse #jewelry #shopping #glam https://t.co/5pwMCyJCRy,2020-03-01 14:51:00
